Artist ,Event Title,Event Date,Year,Country ,City,Genre(s),Notes/Highlights
Molly ,Boxout Wednesdays 115,12th June,2019,,,"Pop, R&B, Soul, Jazz",
Drum Attic,Boxout Wednesdays 115,12th June,2019,India ,Goa,"Drum and Bass, Jungle, Halftime, Breaks",
Dauwd ,Boxout Wednesdays 116,19th June,2019,India ,,"House, Techno, Electronica, Ambient",
D80,Boxout Wednesdays 116,19th June,2019,India ,New Delhi,"Hip-Hop, Trap, Club, Bass",
Valesuchi ,Boxout Wednesdays 117,26th June,2019,,,"Techno, House, Experimental Club, Bass",
Shireen,Boxout Wednesdays 117,26th June,2019,UK,London,"Electronica, Downtempo, Leftfield, Beats",
Nishant Gill,Boxout Wednesdays 117,26th June,2019,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
dreamstates,Boxout Wednesdays 118,3rd July ,2019,India ,Mumbai,"Electronica, Indie Dance, Experimental, House",
Trafficc,Boxout Wednesdays 118,3rd July ,2019,India ,New Delhi,"Club, Techno, Bass, Global",
Girls Night Out ,Boxout Wednesdays 118,3rd July ,2019,India ,New Delhi,"Pop, Club, Disco, Funk",
Sega Bodega,Boxout Wednesdays 119,10th July,2019,,,"Experimental Pop, Club, Electronica, Bass",
Lush Lata,Boxout Wednesdays 119,10th July,2019,India ,New Delhi,"House, Disco, Funk, Soul",
DJ MoCity,Boxout Wednesdays 119,10th July,2019,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
Hedrun ,Boxout Wednesdays 120,17th July,2019,India ,Mumbai,"Ambient, Downtempo, Experimental, Electronica",
Yung.Raj,Boxout Wednesdays 120,17th July,2019,India ,Hyderabad,"Hip-Hop, Trap, Club, Bass",
Fatboi ,Boxout Wednesdays 120,17th July,2019,India ,New Delhi,"Reggae, Dub, Dancehall, Roots",
Sadboi ,Boxout Wednesdays 120,17th July,2019,India ,New Delhi,"Hip-Hop, Rap, Experimental, Spoken Word",
Shama Anwar,Boxout Wednesdays 120,17th July,2019,UK,London,"Electronica, Ambient, Experimental, Downtempo",
Kalé ,Boxout Wednesdays 121,24th July ,2019,India ,New Delhi,"House, Disco, Funk, Soul",
Ravana,Boxout Wednesdays 121,24th July ,2019,India ,New Delhi,"Downtempo, Ambient, Electronica, Experimental",
Watashi ,Boxout Wednesdays 121,24th July ,2019,India ,Bengaluru,"Electronica, Ambient, Downtempo, Experimental",
Wave Diary ,Boxout Wednesdays 121,24th July ,2019,India ,New Delhi,"Hip-Hop, Beats, Chillhop, Ambient",
Stalvort John,Boxout Wednesdays 122,31st July,2019,India ,Bengaluru,"House, Disco, Funk, Soul",
Rodali ,Boxout Wednesdays 122,31st July,2019,India ,New Delhi,"Downtempo, Ambient, Electronica, Experimental",
Short Human,Boxout Wednesdays 122,31st July,2019,India ,Guwahati,"Electronica, Downtempo, Experimental, Beats",
Stain ,Boxout Wednesdays 122,31st July,2019,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Nishant Gill,Boxout Wednesdays 122,31st July,2019,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Champion,Boxout Wednesdays 123,7th Aug,2019,UK,London,"Hip-Hop, Rap, Bass, Trap",
Rohan  ,Boxout Wednesdays 123,7th Aug,2019,India ,New Delhi,"Hip-Hop, Rap, Soul, Experimental",
Stain ,Boxout Wednesdays 123,7th Aug,2019,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Shama Anwar,Boxout Wednesdays 123,7th Aug,2019,UK,London,"Hip-Hop, Rap, Experimental, Spoken Word",
Hotel Garuda ,Boxout Wednesdays 124,14th Aug ,2019,Indonesia,Phillipines,"House, Indie Dance, Pop, Electronica",
Priyam ,Boxout Wednesdays 124,14th Aug ,2019,India ,New Delhi,"R&B, Soul, Pop, Electronica",
MC Soopy,Boxout Wednesdays 124,14th Aug ,2019,India ,New Delhi,"Grime, Hip-Hop, Dancehall, Dub",
Stain ,Boxout Wednesdays 124,14th Aug ,2019,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Nishant gill,Boxout Wednesdays 124,14th Aug ,2019,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Spryk ,Boxout Wednesdays 125,21st Aug,2019,India ,Mumbai,"Electronica, Experimental, IDM, Bass",
Nash ,Boxout Wednesdays 125,21st Aug,2019,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
DJ MoCity,Boxout Wednesdays 125,21st Aug,2019,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Stain ,Boxout Wednesdays 125,21st Aug,2019,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Nishant gill,Boxout Wednesdays 125,21st Aug,2019,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Conducta ,Boxout Wednesdays 126,28th Aug,2019,UK,London,"UK Garage, 2-Step, Bassline, Club",
Sodhi ,Boxout Wednesdays 126,28th Aug,2019,India ,New Delhi ,"Techno, House, Electro, Minimal",
Drum Attic,Boxout Wednesdays 126,28th Aug,2019,India ,New Delhi,"Drum and Bass, Jungle, Halftime, Breaks",
Kampai ,Boxout Wednesdays 127,4th Sep,2019,India ,Bengaluru,"Trap, Bass, Club, Hip-Hop",
Ezzyland,Boxout Wednesdays 127,4th Sep,2019,India ,Chennai,"Bass, Experimental, Club, Leftfield",
DJ MoCity,Boxout Wednesdays 127,4th Sep,2019,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
Fatboi x Sadboi,Boxout Wednesdays 127,4th Sep,2019,India ,New Delhi,"Reggae, Dancehall, Dub, Roots",
General Zooz,Boxout Wednesdays 128,11th Sep,2019,India ,,"Reggae, Dancehall, Dub, Roots",
Diggy Dang,Boxout Wednesdays 128,11th Sep,2019,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
DJ MoCity,Boxout Wednesdays 128,11th Sep,2019,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Nishant gill,Boxout Wednesdays 128,11th Sep,2019,India ,New Delhi,"Grime, Dubstep, UK Bass, Club",
Plastician ,Boxout Wednesdays 129,18th Sep,2019,,,"Bass, Dubstep, Breaks, Experimental",
Stain ,Boxout Wednesdays 129,18th Sep,2019,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
DJ MoCity,Boxout Wednesdays 129,18th Sep,2019,,,"Hip-Hop, Rap, Experimental, Spoken Word",
Shama Anwar,Boxout Wednesdays 129,18th Sep,2019,,,"Global Club, Experimental, Bass, Techno",
Tayhana,Boxout Wednesdays 130,25th Sep,2019,,,"UK Garage, Breaks, Dubstep, Bass",
thegreybox,Boxout Wednesdays 130,25th Sep,2019,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
DJ MoCity,Boxout Wednesdays 130,25th Sep,2019,India ,New Delhi,"Drum and Bass, Jungle, Halftime, Breaks",
Drum Attic,Boxout Wednesdays 130,25th Sep,2019,India ,Goa,"Hip-Hop, Turntablism, Funk, Bass",
DJ Uri,Boxout Wednesdays 131,9th Oct,2019,India ,Goa,"R&B, Soul, Pop, Electronica",
Paper Queen,Boxout Wednesdays 131,9th Oct,2019,India ,Mumbai,"Techno, House, Experimental, Ambient",
The Untitled One,Boxout Wednesdays 131,9th Oct,2019,India ,Bengaluru,"Bass, Dubstep, Breaks, Experimental",
Stain ,Boxout Wednesdays 131,9th Oct,2019,India ,New Delhi,"Reggae, Dub, Roots, Dancehall",
Fatboi x Sadboi,Boxout Wednesdays 131,9th Oct,2019,India ,New Delhi,"Electronica, Ambient, Downtempo, Experimental",
Renaat Vandepapeliere,Boxout Wednesdays 132,16th Oct,2019,,,"Techno, Electronic, Experimental, Minimal",
Turbaraga,Boxout Wednesdays 132,16th Oct,2019,India ,New Delhi,"Hip-Hop, Experimental, Beats, Global",
Shama Anwar,Boxout Wednesdays 132,16th Oct,2019,,,"Hip-Hop, Rap, Experimental, Spoken Word",
Abhi Meer,Boxout Wednesdays 133,23rd Oct,2019,India ,Mumbai,"Electronica, Ambient, Downtempo, Experimental",
Bast,Boxout Wednesdays 133,23rd Oct,2019,India ,,"Techno, House, Experimental, Ambient",
Drum Attic,Boxout Wednesdays 133,23rd Oct,2019,India ,Goa,"Drum and Bass, Jungle, Halftime, Breaks",
Nishant gill,Boxout Wednesdays 133,23rd Oct,2019,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Boxout Soundsystem,Boxout Wednesdays 134,30th Oct,2019,India ,New Delhi,"Reggae, Dub, Dancehall, Roots",Halloween Special
Andre Power (Soulection),Boxout Wednesdays 135,6th Nov ,2019,,,"Soul, R&B, Future Beats, Hip-Hop",
Nash ,Boxout Wednesdays 135,6th Nov ,2019,India,New Delhi,"Hip-Hop, Beats, Club, Bass",
DJ MoCity,Boxout Wednesdays 135,6th Nov ,2019,India,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
Shama Anwar,Boxout Wednesdays 135,6th Nov ,2019,UK,London,"Hip-Hop, Rap, Experimental, Spoken Word",
Eliphino ,Boxout Wednesdays 136,13th Nov ,2019,,,"House, Garage, Bass, Electronica",
Suchi ,Boxout Wednesdays 136,13th Nov ,2019,Norway,,"Global Club, Experimental, Bass, Techno",
Girls Night Out ,Boxout Wednesdays 136,13th Nov ,2019,India ,,"Disco, Funk, House, Soul",
Stain ,Boxout Wednesdays 136,13th Nov ,2019,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Jubilee,Boxout Wednesdays 137,20th Nov,2019,,,"Club, Bass, Garage, UK Funky",
Pia Collada,Boxout Wednesdays 137,20th Nov,2019,India ,,"House, Disco, Funk, Soul",
Sodhi,Boxout Wednesdays 137,20th Nov,2019,India ,New Delhi ,"Hip-Hop, Beats, Club, Bass",
Shama Anwar,Boxout Wednesdays 137,20th Nov,2019,UK,London,"Hip-Hop, Rap, Experimental, Spoken Word",
Almass Badat,Boxout Wednesdays 138,27th Nov,2019,UK,London,"R&B, Soul, Jazz, Experimental",
Sarathy Korwar,Boxout Wednesdays 138,27th Nov,2019,,,"Jazz, Fusion, World, Electronica",
DJ MoCity,Boxout Wednesdays 138,27th Nov,2019,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
Stain ,Boxout Wednesdays 138,27th Nov,2019,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Kalé ,Boxout Wednesdays 139,4th Dec,2019,India ,New Delhi,"House, Disco, Funk, Soul",
Nash ,Boxout Wednesdays 139,4th Dec,2019,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Lush Lata,Boxout Wednesdays 139,4th Dec,2019,India ,New Delhi,"House, Disco, Funk, Soul",
Stain ,Boxout Wednesdays 139,4th Dec,2019,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Delhi Sultanate,Boxout Wednesdays 140,11th Dec,2019,India ,New Delhi,"Reggae, Dancehall, Dub, Roots",Goa Sunsplash Pre Party
Reggae Rajahs ,Boxout Wednesdays 140,11th Dec,2019,India ,New Delhi,"Reggae, Dub, Dancehall, Roots",
Flux Vortex,Boxout Wednesdays 140,11th Dec,2019,India ,New Delhi,"Reggae, Dub, Dancehall, Roots",
Shama Anwar,Boxout Wednesdays 140,11th Dec,2019,UK,London,"Hip-Hop, Rap, Experimental, Spoken Word",
Chippy Nonstop ,Boxout Wednesdays 141,25th Dec,2019,,,"Club, Bass, Techno, Dance",
SDE ,Boxout Wednesdays 141,25th Dec,2019,,,"Bass, Club, House, Techno",
Monophonik ,Boxout Wednesdays 141,25th Dec,2019,India ,New Delhi,"Techno, House, Experimental, Ambient",
Stain ,Boxout Wednesdays 141,25th Dec,2019,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Three Oscillators,Boxout Wednesdays 142,8th Jan,2020,India ,Mumbai,"Indie, Electronica, Pop, Experimental",
Corridors,Boxout Wednesdays 142,8th Jan,2020,India ,New Delhi,"Indie, Electronica, Alternative, Ambient",
Dam Square,Boxout Wednesdays 142,8th Jan,2020,India ,New Delhi,"Hip-Hop, Trap, Club, Bass",
Fatboi x Sadboi,Boxout Wednesdays 142,8th Jan,2020,India ,New Delhi,"Reggae, Dub, Dancehall, Roots",
Vixen Sound ,Boxout Wednesdays 143,15th Jan,2020,,,"Dub, Reggae, Dancehall, Sound System",
Tom Spirals,Boxout Wednesdays 143,15th Jan,2020,,,"Dubstep, Grime, Bass, UK Garage",
Stain ,Boxout Wednesdays 143,15th Jan,2020,India ,New Delhi,"Drum and Bass, Jungle, Halftime, Breaks",
MC Soopy,Boxout Wednesdays 143,15th Jan,2020,India ,New Delhi,"Grime, Dubstep, Bass, Experimental",
Daisuke Tanabe,Boxout Wednesdays 144,22nd Jan,2020,,,"Grime, Hip-Hop, Rap, Dancehall",
thegreybox,Boxout Wednesdays 144,22nd Jan,2020,India ,New Delhi,"Electronica, Experimental, Downtempo, Beats",
DJ MoCity,Boxout Wednesdays 144,22nd Jan,2020,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
Unfuckman,Boxout Wednesdays 144,22nd Jan,2020,India ,New Delhi,"Experimental, Techno, House, Club",
Nick Hook ,Boxout Wednesdays 145,29th Jan,2020,,,"Hip-Hop, Club, Electronic, Experimental",
CEE,Boxout Wednesdays 145,29th Jan,2020,,,"Hip-Hop, Experimental, Electronica, Bass",
Shama Anwar,Boxout Wednesdays 145,29th Jan,2020,UK,London,"Hip-Hop, Rap, Experimental, Spoken Word",
Reggae Rajahs ,Boxout Wednesdays 146,5th Feb,2020,India ,New Delhi,"Reggae, Dub, Dancehall, Roots",
DJ Uri,Boxout Wednesdays 146,5th Feb,2020,India ,Goa,"Hip-Hop, Breaks, Turntablism, Reggae",
DJ Sticky,Boxout Wednesdays 146,5th Feb,2020,,,"Garage, UK Funky, Bassline, Club",
Shama Anwar,Boxout Wednesdays 146,5th Feb,2020,UK,London,"Hip-Hop, Rap, Experimental, Spoken Word",
She's Drunk,Boxout Wednesdays 147,12th Feb,2020,,,"Experimental Club, Bass, Techno, Electronica",
YNZN.P,Boxout Wednesdays 147,12th Feb,2020,Nepal,Kathmandu,"Hip-Hop, Trap, Bass, Experimental",
Dita,Boxout Wednesdays 147,12th Feb,2020,Indonesia,Bali,"House, Electronica, Club, Downtempo",
Unfuckman,Boxout Wednesdays 147,12th Feb,2020,India ,New Delhi,"Techno, Electronica, Bass, Experimental",
Enhancify,Boxout Wednesdays 147,12th Feb,2020,,,"Bass, Dubstep, Breaks, Experimental",
DJ Koco ,Boxout Wednesdays 148,19th Feb,2020,,,"Hip-Hop, Turntablism, Funk, Soul",
Dan Greenpeace,Boxout Wednesdays 148,19th Feb,2020,UAE,Dubai,"Hip-Hop, Beats, Reggae, Soul",
Stain ,Boxout Wednesdays 148,19th Feb,2020,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Pooja B,Boxout Wednesdays 149,26th Feb,2020,Germany,Berlin,"Techno, Minimal, House, Experimental",
Shireen,Boxout Wednesdays 149,26th Feb,2020,UK,London,"Soul, R&B, Pop, Electronica",
Dam Square,Boxout Wednesdays 149,26th Feb,2020,India ,New Delhi,"Electronica, Indie, Alternative, Ambient",
Killa P ,Boxout Wednesdays 150,4th March,2020,UK,London,"Grime, Dubstep, UK Garage, Rap",3rd Birthday Party
Manara,Boxout Wednesdays 150,4th March,2020,UK,London,"Bass, Club, UK Funky, Experimental",
Boxout Soundsystem,Boxout Wednesdays 150,4th March,2020,India ,New Delhi,"Reggae, Dub, Dancehall, Roots",
Rodali ,Boxout Wednesdays 150,4th March,2020,India ,,"Downtempo, Ambient, Experimental, Electronica",
Vijeyata,Boxout Wednesdays 150,4th March,2020,India ,Goa,"House, Techno, Experimental, Ambient",
GiGi FM,Boxout Wednesdays 151,11th March,2020,,,"Techno, House, Ambient, Experimental",
Trafficc,Boxout Wednesdays 151,11th March,2020,India ,New Delhi,"Bass, Dubstep, Experimental, Breaks",
Nida,Boxout Wednesdays 151,11th March,2020,India ,New Delhi,"Drum and Bass, Jungle, Halftime, Breaks",
Kavtinaa,Boxout Wednesdays 151,11th March,2020,,,"Electronica, Downtempo, Experimental, Ambient",
Pia Collada,Boxout Wednesdays 151,11th March,2020,India ,Goa,"House, Deep House, Soulful, Funk",
Tera Kora ,Boxout Wednesdays 152,18th March,2020,,,"Pop, Indie, Soul, Funk",
Full Power,Boxout Wednesdays 152,18th March,2020,India ,New Delhi,"Electronica, Ambient, Downtempo, Experimental",
E,Boxout Wednesdays 152,18th March,2020,,,"Hip-Hop, Beats, Soul, Chillhop",
Priyam ,Boxout Wednesdays 152,18th March,2020,India ,New Delhi,"Techno, House, Electronica, Deep",
Stalvart John,Boxout Wednesdays 153,25th March,2020,India ,Bengaluru,"Funk, House, Soul, Disco",
Farhan Rehman,Boxout Wednesdays 153,25th March,2020,India , Mumbai,"Electronica, Downtempo, House, Soul",
Hiranya ,Boxout Wednesdays 153,25th March,2020,India ,New Delhi,"Techno, Minimal, House, Experimental",
Shireen,Boxout Wednesdays 153,25th March,2020,UK,London,"Dub, Reggae, Dancehall, Roots",
Boxout Wednesdays,Boxout Wednesdays 154,24th Feb ,2021,,,"Reggae, Dub, Dancehall, Roots",
Miredo ,Boxout Wednesdays 155,3rd March ,2021,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Tanzen,Boxout Wednesdays 155,3rd March ,2021,India ,New Delhi,"Experimental, Electronica, Ambient, World",
Lush Lata,Boxout Wednesdays 155,3rd March ,2021,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
General Zooz,Boxout Wednesdays 155,3rd March ,2021,India ,,"Hip-Hop, Beats, Club, Bass",
Boxout Soundsystem,Boxout Wednesdays 155,3rd March ,2021,India ,New Delhi,"Techno, House, Experimental, Ambient",
Stain ,Boxout Wednesdays 156,10th March,2021,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Noriko Shakti ,Boxout Wednesdays 156,10th March,2021,,,"Techno, Bass, Experimental, Club",
DJ MoCity,Boxout Wednesdays 156,10th March,2021,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
Sodhi,Boxout Wednesdays 156,10th March,2021,India ,New Delhi ,"Hip-Hop, Rap, Club, Experimental",
Mutable Mercury ,Boxout Wednesdays 156,10th March,2021,India ,New Delhi,"Experimental, Ambient, Downtempo, Electronica",
Unfuckman,Boxout Wednesdays 156,10th March,2021,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Boxout Soundsystem,Boxout Wednesdays 157,17th March ,2021,India ,New Delhi,"Reggae, Dub, Dancehall, Roots",
DJ MoCity,Boxout Wednesdays 158,24th March,2021,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
Lush Lata,Boxout Wednesdays 158,24th March,2021,India ,New Delhi,"Hip-Hop, Soul, R&B, Beats",
Anirudh Khurana,Boxout Wednesdays 158,24th March,2021,India ,New Delhi,"Electronica, Experimental, Ambient, Downtempo",
Stain ,Boxout Wednesdays 158,24th March,2021,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Sodhi,Boxout Wednesdays 158,24th March,2021,India ,New Delhi ,"Hip-Hop, Beats, Club, Bass",
Weather Report (Visuals),Boxout Wednesdays 158,24th March,2021,India ,New Delhi,"Visual, Ambient, Experimental, Conceptual",
Monophonik ,Boxout Wednesdays 159,31st March,2021,India ,New Delhi,"Techno, Electronica, House, Experimental",
Trafficc,Boxout Wednesdays 159,31st March,2021,India ,New Delhi,"Bass, Techno, Club, Electronica",
Mutable Mercury ,Boxout Wednesdays 159,31st March,2021,India ,New Delhi,"Experimental, Ambient, Downtempo, Electronica",
Stain ,Boxout Wednesdays 159,31st March,2021,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Sodhi,Boxout Wednesdays 159,31st March,2021,India ,New Delhi ,"Hip-Hop, Beats, Club, Bass",
MC Soopy,Boxout Wednesdays 160,1st Sep,2021,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
NIDA,Boxout Wednesdays 160,1st Sep,2021,India ,New Delhi,"R&B, Soul, Electronica, Chillhop",
Mutable Mercury ,Boxout Wednesdays 160,1st Sep,2021,India ,New Delhi,"Experimental, Ambient, Downtempo, Electronica",
Sodhi ,Boxout Wednesdays 160,1st Sep,2021,India ,New Delhi ,"Hip-Hop, Beats, Club, Bass",
Stain ,Boxout Wednesdays 160,1st Sep,2021,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Weather Report (Visuals),Boxout Wednesdays 160,1st Sep,2021,India ,New Delhi,"Visual, Ambient, Experimental, Conceptual",
Alboe ,Boxout Wednesdays 165,6th Oct,2021,India ,New Delhi,"Indie, Pop, Electronica, Soul",
Digee,Boxout Wednesdays 165,6th Oct,2021,India ,New Delhi,"House, Disco, Funk, Soul",
Hiranya ,Boxout Wednesdays 165,6th Oct,2021,India ,New Delhi,"Electronica, Ambient, Downtempo, Experimental",
Miredo ,Boxout Wednesdays 165,6th Oct,2021,India ,New Delhi,"Hip-Hop, Beats, Electronica, Chillhop",
Tanzen,Boxout Wednesdays 165,6th Oct,2021,India ,New Delhi,"House, Techno, Electronica, Experimental",
Teesri Duniya ,Boxout Wednesdays 166,13th Oct,2021,India ,New Delhi,"Hip-Hop, Rap, Experimental, Alternative",
TheSilkCut,Boxout Wednesdays 166,13th Oct,2021,India ,New Delhi,"Bass, Club, Experimental, Electronica",
Bee Wise,Boxout Wednesdays 166,13th Oct,2021,India ,New Delhi ,"Hip-Hop, Beats, Club, Bass",
Sodhi,Boxout Wednesdays 166,13th Oct,2021,India ,New Delhi,"Hip-Hop, Rap, Experimental, Club",
Clifr ,Boxout Wednesdays 167,20th Oct,2021,India ,Chennai,"Techno, House, Electro, Club",
Ranj,Boxout Wednesdays 167,20th Oct,2021,India ,Chennai,"Hip-Hop, Beats, Club, Bass",
Issamood,Boxout Wednesdays 167,20th Oct,2021,India ,Chennai,"Hip-Hop, Rap, Experimental, Trap",
Sharma,Boxout Wednesdays 167,20th Oct,2021,India ,Bengaluru,"Hip-Hop, Rap, Experimental, Club",
Bee Wise,Boxout Wednesdays 167,20th Oct,2021,India ,,"Electronica, Techno, House, Experimental",
Rawal ,Boxout Wednesdays 168,27th Oct,2021,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Bharg,Boxout Wednesdays 168,27th Oct,2021,India ,New Delhi,"Rock, Indie, Experimental, Electronica",
Full Power ,Boxout Wednesdays 168,27th Oct,2021,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Unfuckman,Boxout Wednesdays 168,27th Oct,2021,India ,New Delhi,"Electronica, Techno, House, Experimental",
Barnet,Boxout Wednesdays 168,27th Oct,2021,Germany,Berlin,"Bass, Techno, Club, Electronica",
Annushka,Boxout Wednesdays 168,27th Oct,2021,Germany,Berlin,"Ambient, Downtempo, Chill, Experimental",
Corridors,Boxout Wednesdays 169,10th Nov,2021,India ,New Delhi,"Techno, House, Experimental, Minimal",
Trafficc,Boxout Wednesdays 169,10th Nov,2021,India ,New Delhi,"Electronica, Ambient, Downtempo, Experimental",
Kefr,Boxout Wednesdays 169,10th Nov,2021,India ,,"Experimental, Techno, House, Ambient",
Anirudh Khurana,Boxout Wednesdays 169,10th Nov,2021,India ,New Delhi,"Electronica, Downtempo, Indie, Pop",
Kaleekarma,Boxout Wednesdays 170,17th Nov,2021,India ,Goa,"Experimental, Ambient, Downtempo, Electronica",
D80,Boxout Wednesdays 170,17th Nov,2021,India ,New Delhi,"Techno, Minimal, House, Experimental",
Digee,Boxout Wednesdays 170,17th Nov,2021,India ,New Delhi,"House, Deep House, Soulful, Funk",
Dam Square,Boxout Wednesdays 170,17th Nov,2021,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Kumail ,Boxout Wednesdays 171,24th Nov,2021,,,"Hip-Hop, Beats, Club, Bass",
Okedo ,Boxout Wednesdays 171,24th Nov,2021,India ,New Delhi,"Experimental, Techno, Ambient, Electronica",
Hiranya ,Boxout Wednesdays 171,24th Nov,2021,India ,New Delhi,"Electronica, Ambient, Downtempo, Experimental",
Mutable Mercury ,Boxout Wednesdays 171,24th Nov,2021,India ,New Delhi,"Indie, Pop, Electronica, Soul",
FILM,Boxout Wednesdays 172,1st Dec,2021,India ,New Delhi,"Experimental, Ambient, Downtempo, Electronica",
Zequenx ,Boxout Wednesdays 172,1st Dec,2021,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Trafficc,Boxout Wednesdays 172,1st Dec,2021,India ,New Delhi,"Bass, Techno, Club, Electronica",
Sharma,Boxout Wednesdays 172,1st Dec,2021,India ,Bengaluru,"Techno, House, Experimental, Ambient",
Prismer,Boxout Wednesdays 173,8th Dec,2021,India ,New Delhi,"Experimental, Downtempo, Ambient, Electronica",
Sepoys,Boxout Wednesdays 173,8th Dec,2021,,,"Afrobeat, Funk, Soul, Jazz",
Tanzen,Boxout Wednesdays 173,8th Dec,2021,India ,New Delhi,"House, Techno, Electronica, Deep",
Miredo ,Boxout Wednesdays 173,8th Dec,2021,India ,New Delhi,"Experimental, Downtempo, Electronica, Ambient",
Anirudh Khurana,Boxout Wednesdays 173,8th Dec,2021,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Monophonik ,Boxout Wednesdays 174,15th Dec,2021,India ,New Delhi,"Techno, House, Acid, Electronica",
Nida,Boxout Wednesdays 174,15th Dec,2021,India ,New Delhi,"R&B, Soul, Pop, Electronica",
Mutable Mercury ,Boxout Wednesdays 174,15th Dec,2021,India ,New Delhi,"Experimental, Ambient, Downtempo, Electronica",
Shortsell,Boxout Wednesdays 174,15th Dec,2021,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
DJ MoCity,Boxout Wednesdays 175,22nd Dec,2021,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
Unfuckman,Boxout Wednesdays 175,22nd Dec,2021,India ,New Delhi,"Experimental, Techno, Ambient, Club",
Shama Anwar,Boxout Wednesdays 175,22nd Dec,2021,UK,London,"Hip-Hop, Rap, Experimental, Spoken Word",
DJ Karma,Boxout Wednesdays 175,22nd Dec,2021,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Dam Square,Boxout Wednesdays 175,22nd Dec,2021,India ,New Delhi,"Electronica, Indie, Downtempo, Experimental",
David Marston,Boxout Wednesdays 176,9th March,2022,Jamaica,Kingston,"Soul, House, Disco, Reggae",
thegreybox,Boxout Wednesdays 176,9th March,2022,India ,New Delhi ,"Electronica, Techno, Ambient, Experimental",
Gauriwho ,Boxout Wednesdays 176,9th March,2022,India ,New Delhi ,"Hip-Hop, Soul, R&B, Beats",
Sodhi,Boxout Wednesdays 176,9th March,2022,India ,New Delhi ,"Hip-Hop, Beats, Club, Bass",
Dr Psych,Boxout Wednesdays 177,16th March,2022,India ,New Delhi ,"House, Techno, Minimal, Experimental",
Anirudh Khurana,Boxout Wednesdays 177,16th March,2022,India ,New Delhi ,"Hip-Hop, Beats, Soul, Electronica",
Lush Lata,Boxout Wednesdays 177,16th March,2022,India ,New Delhi ,"Jazz, Fusion, Reggae, Soul",
Kalbaisakhi ,Boxout Wednesdays 178,23rd March,2022,India ,New Delhi ,"Indie, Electronica, Alternative, Ambient",
Dam Square,Boxout Wednesdays 178,23rd March,2022,India ,New Delhi ,"Hip-Hop, Beats, Club, Bass",
DJ MoCity,Boxout Wednesdays 178,23rd March,2022,India ,New Delhi ,"Jazz, Reggae, Soul, Dub",
Dushi Sounds,Boxout Wednesdays 179,30th March ,2022,India ,New Delhi ,"Soul, House, Reggae, Dub",
Arnav,Boxout Wednesdays 179,30th March ,2022,,,"Hip-Hop, Beats, Club, Bass",
Shama Anwar,Boxout Wednesdays 179,30th March ,2022,UK,London,"Dub, Reggae, Dancehall, Roots",
Stain ,Boxout Wednesdays 179,30th March ,2022,India ,New Delhi ,"House, Soul, Reggae, Funk",
